NLOS,RANGE,FP_IDX,FP_AMP1,FP_AMP2,FP_AMP3,CIR_PWR,STDEV_NOISE,MAX_NOISE,RXPACC
0,2.28,749,11697,10554,8219,17269,84,1670,371
1,6.45,741,3219,3826,2776,3211,84,1262,1024
0,2.44,747,16849,3877,13100,17721,108,2149,399
0,3.38,743,10280,14340,11680,14795,64,961,843
0,4.98,750,8156,13264,7531,8591,48,723,465
1,0.8,747,8259,5680,5331,17111,68,1006,762
1,4.89,742,2726,3073,2052,692,68,1016,864
0,4.71,745,11207,15305,14454,11596,64,949,543
1,4.91,747,3991,1368,1414,8436,64,946,553
1,5.55,743,1149,1900,2963,1617,76,1148,1024
1,2.63,750,1841,9501,9674,8830,216,3344,748
0,2.2,748,14738,17326,9790,9921,76,1755,306
0,0.78,747,3575,18917,15925,14007,112,2433,340
0,2.12,751,11424,16765,13870,8698,40,723,377
0,0.85,750,19670,19029,12202,11146,100,2545,304
1,7.72,745,10977,13653,12267,15416,68,1020,1024
1,5.76,749,8103,18666,15791,8418,68,1017,759
1,6.68,748,4838,4565,2799,9620,48,722,490
1,0.49,751,18017,19341,16656,11216,80,2111,277
1,4.77,746,3698,1392,1263,11451,80,1191,1024
0,5.09,747,10963,16771,12380,6244,52,1262,276
1,5.66,742,917,5079,5667,5744,72,1078,1024
0,4.42,744,7763,12539,15959,12933,48,990,378
0,1.87,747,19110,19239,11861,12725,64,1658,294
1,1.92,742,5109,1245,3681,3523,76,1144,1024
0,1.96,751,8899,17754,15357,16288,128,2526,358
1,1.18,749,10713,18782,11775,12283,64,953,669
0,3.48,747,8075,15429,13486,16209,56,1011,422
0,1.0,723,13717,12728,17501,5378,116,2724,284
1,6.58,745,143,5443,6380,1370,76,1137,1024
1,6.02,745,1872,2953,2068,3146,76,1146,1024
1,6.76,748,4617,4793,3903,11827,76,1137,1024
0,2.54,747,5399,2909,2492,21987,100,1504,478
1,3.62,751,51,16575,14504,8430,64,944,709
0,2.71,747,2799,7095,5187,15247,88,1504,419
1,2.73,748,12915,9307,6766,13989,64,969,833
0,1.37,745,6085,16371,12942,13465,104,2340,298
0,3.14,744,5862,18825,18454,10668,68,1450,348
0,4.21,743,7561,18535,13741,8216,44,1092,291
1,3.59,745,2789,8045,7187,2862,80,1193,1024
0,4.89,744,4008,16924,19567,8100,48,1063,359
1,6.05,747,6384,13219,11045,3590,72,1072,1024
1,5.87,744,6052,4624,2775,26015,60,894,749
0,4.83,747,3553,14591,19848,10173,100,1511,540
1,5.08,743,17219,16351,11138,7836,52,786,594
0,2.6,747,12471,16965,18288,24000,64,952,528
0,3.58,744,8179,13589,8513,13478,96,2189,300
0,2.88,743,14086,15938,11868,22887,120,2148,436
1,0.96,746,17237,17617,17871,11310,52,1340,271
0,1.44,749,5348,18999,17349,11000,64,1669,290
0,2.79,745,11503,10580,13758,13709,44,878,401
1,3.47,737,2064,3202,2320,3922,84,1248,1024
0,2.48,744,9057,9756,7748,7476,48,963,343
0,3.85,748,5652,14220,16997,13682,64,959,725
1,1.05,750,16761,12920,10336,11658,52,776,543
1,2.81,738,1973,2551,1875,3559,76,1138,1024
1,6.24,749,3402,5539,6253,3935,80,1189,1024
1,9.8,749,5337,6493,4401,4693,76,1142,1025
1,4.38,746,16357,18723,14004,8171,32,708,333
0,0.71,725,492,17676,19590,3124,48,1189,315
0,4.24,749,3994,5579,5351,10431,64,938,540
0,2.33,745,16347,16492,9920,9978,48,1149,269
0,3.1,750,7761,17138,14485,9131,52,1136,307
1,7.64,748,2694,6051,5414,10299,72,1073,1024
1,1.73,745,13083,18023,12234,11071,56,829,640
1,6.86,747,8851,18105,11004,11167,52,1042,369
1,2.39,733,1619,1468,1293,1038,92,1362,1024
1,1.01,750,7784,20191,20090,13439,60,1291,368
1,7.31,744,65,15070,14007,6811,68,1018,1024
0,4.11,746,68,18032,19324,9835,48,994,365
0,2.92,746,5586,18386,18134,9293,48,763,470
1,0.78,751,5974,15891,16432,12218,56,1374,304
0,1.21,751,5735,6368,8122,16106,132,2876,341
0,4.42,750,11564,17528,12807,7304,44,1092,275
0,2.19,744,3877,16958,13142,10595,52,777,485
0,0.39,747,14142,18751,13552,11925,56,1423,285
1,6.24,744,3568,8734,7047,1742,76,1144,1024
1,3.07,741,1849,3148,2555,2599,84,1244,1024
0,0.96,745,9846,17322,11935,7291,40,835,333
1,3.33,746,14455,8212,6122,14279,72,1079,671
1,4.68,750,5152,18628,18420,9944,68,1012,555
1,3.39,745,3903,8892,8857,16752,68,1041,818
1,1.62,743,3428,1960,1421,3955,88,1294,1024
1,1.43,747,4427,16580,15110,11778,48,721,485
1,9.24,746,3973,10242,9018,9219,56,846,629
1,1.89,743,6244,10861,8881,9437,52,786,449
1,5.81,743,4710,5804,3646,1954,104,1564,1024
0,6.51,746,13848,17601,11970,13753,60,897,776
1,7.74,738,2691,436,1337,5332,80,1196,1024
0,3.47,750,14553,792,6064,8040,60,1531,272
0,0.96,749,8745,19895,15393,11115,40,1033,305
1,6.8,748,6634,10128,9429,3816,64,980,1024
0,3.19,743,13336,18780,11177,7639,36,818,321
1,5.95,747,3012,9628,7539,15336,56,859,761
1,4.4,748,15242,18209,12127,7775,64,973,801
1,3.2,740,2306,1702,1176,4781,64,960,1024
0,1.87,745,6314,17381,18528,9709,44,970,328
0,0.45,747,18313,18545,15558,12691,68,1734,279
0,5.22,748,5479,18078,19339,9052,60,949,487
1,1.23,744,17519,17106,11750,10748,44,915,331
1,1.17,748,6566,17238,14758,15209,60,1119,366
1,6.01,742,1375,1867,1294,1590,84,1258,1024
0,0.97,744,17089,9361,7236,13175,84,2157,282
0,3.06,749,52,15436,18251,11927,52,777,529
1,2.79,741,16021,4725,3618,11027,64,960,732
1,1.62,744,2791,16832,14958,6473,44,875,335
0,1.87,745,17910,16288,12856,17898,72,1499,368
1,6.23,731,2129,1616,965,1705,84,1252,1025
1,3.68,741,4083,4463,3064,2936,80,1208,1024
1,1.26,748,4836,16673,15631,7024,88,1941,300
1,3.01,745,7171,1359,4516,19040,80,1196,1024
1,4.14,744,12704,19776,14296,10122,56,835,630
1,3.25,736,986,2960,2691,1445,84,1262,1024
0,1.2,744,15692,16020,13984,11779,100,2231,288
1,1.24,745,12979,17156,13690,7619,44,870,339
1,6.29,751,86,16259,18020,11993,60,1299,329
1,2.45,742,555,2861,3074,2149,92,1373,1024
0,2.49,751,1364,17220,16371,9164,60,1391,291
0,1.09,749,12640,15849,17241,10452,104,2746,282
0,5.06,749,13302,17540,11597,11775,60,892,817
1,4.92,750,9305,12592,8154,3375,84,1247,1024
0,2.2,750,5691,12363,16085,12136,72,1645,297
0,0.76,744,17113,17769,14902,10412,100,2590,271
0,4.14,744,10043,18530,14379,6316,40,800,367
0,2.26,748,5722,4842,8223,11253,68,1685,295
0,1.65,750,12596,10318,16097,10960,96,2357,266
0,1.32,749,9308,9946,7075,12287,52,778,512
0,2.48,750,12766,10939,6430,37130,72,1068,695
1,4.37,727,1626,4223,3651,2276,64,968,1024
0,4.9,746,9039,18355,13131,8063,64,948,645
0,4.39,751,6982,13145,12391,11512,48,856,384
1,5.12,745,2629,16386,17383,6787,128,1947,501
0,2.73,747,15297,16582,10348,10099,40,962,277
1,7.7,742,5182,4176,4329,12321,64,962,868
1,10.09,737,813,982,1143,2496,76,1122,1025
1,6.73,747,10508,6508,7750,16591,56,836,484
0,1.25,748,6747,17817,15161,9181,48,1131,293
1,10.56,730,38,769,897,185,52,774,512
1,4.98,743,2536,3296,3783,2539,76,1131,1024
1,10.66,721,557,1177,800,1210,72,1090,993
0,3.96,749,7515,17381,16025,6593,48,719,456
0,2.25,743,14761,9486,5419,12823,92,2365,309
1,8.94,749,3243,5203,5899,4648,72,1091,1025
1,6.88,746,4254,6173,4592,2410,76,1128,1024
1,7.02,751,16473,14695,12265,17345,72,1138,415
1,6.93,747,4542,5183,6766,1673,284,4357,1024
0,3.7,745,12804,17553,10334,9234,68,1377,359
0,2.3,743,6354,16514,12588,6427,44,917,312
1,1.73,750,219,11800,10004,7423,68,1022,1024
1,4.28,748,6452,4992,6698,13050,76,1126,843
0,4.25,743,11623,16926,13349,14671,64,949,577
1,6.26,742,11093,6669,5957,6874,164,2496,1025
1,6.73,746,795,5493,8019,2127,108,1612,1025
0,2.05,748,16849,18509,12415,10049,56,1461,278
0,4.69,745,2305,13620,18466,7639,40,686,435
1,3.21,746,15194,19494,15090,8083,60,903,515
1,3.5,747,7521,6704,5641,6640,76,1129,1024
0,3.33,744,4741,9342,6358,20956,108,1621,519
1,4.97,747,3897,2366,1737,3544,72,1081,1024
1,7.51,742,2502,3072,3739,20409,64,957,949
1,3.48,748,4863,5623,6076,11981,60,887,769
0,5.65,744,8301,5167,4912,10329,48,952,326
0,5.26,744,2564,3556,1984,13587,48,905,387
1,5.08,746,14415,11762,14271,11088,128,1985,603
1,1.5,746,689,9127,11537,11821,48,818,464
0,0.76,747,17009,19871,18629,11606,108,2727,297
1,8.04,749,12027,9554,7577,14453,64,954,761
1,5.66,749,11359,5299,7197,7365,56,839,535
0,0.93,744,16862,18196,16362,11130,68,1800,268
1,6.33,746,2019,3626,3533,2773,80,1192,1024
1,2.41,745,6886,10181,7471,13483,68,1010,1024
1,2.99,745,11450,17905,14549,12583,72,1059,763
0,3.99,749,10833,17924,13677,12743,80,1213,557
1,0.45,748,16881,16135,8603,9597,64,1645,264
0,2.69,748,8589,10571,7212,11061,48,726,490
0,6.1,745,6820,19060,17157,7419,44,1139,287
1,1.76,745,11016,18130,11308,11191,48,730,566
1,2.7,743,3894,12110,10579,8166,60,903,1024
0,4.16,745,771,9950,10212,13950,72,1075,1024
0,2.4,745,18500,18636,11932,12981,84,2012,307
1,3.4,745,7071,17923,15057,7459,68,1020,762
1,9.17,745,169,17682,18070,11453,72,1067,732
0,4.83,745,15492,18303,10023,13419,56,1227,325
0,3.49,748,6108,11007,10020,12562,52,988,402
1,5.15,746,10129,18067,11931,10523,96,1468,630
0,2.99,749,4586,3717,2311,14904,92,1670,410
0,1.51,747,4879,15083,11862,16182,48,760,460
0,2.27,750,4033,7714,4800,8427,48,1099,339
1,5.79,750,11841,10229,6530,9450,100,1507,1024
0,2.86,743,17873,13028,8420,13564,52,814,459
1,5.0,732,1613,1779,1460,1532,76,1136,1024
0,1.18,749,19463,20404,19126,12209,68,1740,310
1,0.86,741,4520,1210,1983,7203,44,1058,273
1,5.23,749,16465,19052,17588,13866,40,608,515
1,7.97,747,8501,7223,5981,17908,56,848,754
0,6.02,749,8263,16964,13122,8477,64,958,754
1,8.01,745,9364,2600,5338,12497,52,789,650
0,1.02,745,7857,15379,18614,11134,80,1878,301
1,6.59,736,377,2782,2417,1169,76,1153,1024
1,1.25,747,10694,12684,13896,11906,68,1014,747
1,4.86,746,6323,9155,4905,1903,72,1077,1024
0,1.05,745,4594,18516,15635,11274,84,2191,269
1,7.14,743,2436,4198,2519,356,152,2312,800
0,1.28,744,12654,12718,13013,14828,120,2381,334
0,6.44,747,140,18898,16483,17326,108,1622,529
0,2.54,744,14020,19154,12009,10965,92,2557,271
0,3.9,747,7670,5724,6078,9249,76,1963,270
0,3.93,746,8375,15560,16968,19152,120,1814,443
1,8.26,733,1899,2273,1901,4615,76,1128,1025
0,1.69,751,10568,20290,17211,13607,52,1079,391
0,4.12,747,5731,4694,6341,8079,56,859,529
0,3.55,749,10463,16775,16514,18364,84,1384,401
1,2.8,734,2504,3797,3924,8808,64,958,879
1,3.72,738,573,3108,2659,1842,56,853,992
1,4.16,741,4420,2603,3046,12539,76,1139,1024
0,3.1,751,9935,9484,13064,19793,92,1387,572
1,1.61,747,11340,17760,12953,9446,44,660,478
0,1.72,744,18329,18435,17073,11330,92,2450,266
0,3.92,749,16264,18238,11206,12802,56,891,461
1,2.82,750,9360,8850,9778,15646,80,1180,1024
0,2.6,746,15204,19048,15565,8892,32,875,274
0,6.57,749,10215,20341,15207,15163,60,897,737
0,2.68,745,9743,19705,16266,8464,32,805,315
0,3.21,747,11100,9770,8241,11240,76,2031,277
0,4.76,735,10270,17356,11489,6837,44,658,456
1,8.17,743,872,1577,1057,7539,76,1127,1024
0,3.53,744,4468,17424,13027,17081,92,1687,406
0,2.87,750,4288,16833,18570,12620,64,1457,315
1,1.87,747,5160,6132,4410,11136,48,922,423
1,2.21,744,7287,13617,11363,7113,72,1076,1024
1,1.78,747,12980,13976,10177,10557,108,1682,1024
1,9.72,717,1458,4670,3050,2079,76,1151,1025
1,8.01,742,2719,2640,3312,1652,80,1201,1025
1,1.14,748,12665,17493,16804,8147,44,796,404
0,1.24,749,14518,17915,16320,10667,84,2224,264
0,3.73,747,9843,7056,10919,20722,64,959,541
0,0.78,750,17644,18911,13949,10741,52,1339,283
0,4.72,749,5418,19050,19810,12834,48,817,468
1,1.31,750,13302,17791,15033,10526,44,1145,265
1,3.38,746,7670,13080,12766,8775,76,1132,1024
0,6.14,744,13908,14715,9120,13219,68,1624,296
1,7.9,743,1247,2002,1897,14484,68,1025,1024
1,3.97,747,2817,8861,7859,3771,80,1189,1024
0,4.32,749,9939,18737,14383,13465,56,862,529
1,5.12,746,5094,8661,7204,8070,64,968,1024
1,5.06,737,1112,1728,1316,1489,72,1076,1024
1,5.52,733,2872,2349,1631,3155,72,1088,1024
1,6.34,747,4484,7221,6047,1176,76,1149,1024
0,3.23,751,17840,10595,16944,11369,44,1042,313
0,1.7,746,15412,18498,10814,10030,68,1659,289
0,6.41,748,4726,12321,11825,3689,80,1191,1024
0,3.42,748,17740,16947,15624,18668,76,1143,478
0,1.41,745,9773,18138,19211,12267,52,1284,305
1,9.32,738,486,1498,1596,3035,76,1137,1025
0,2.45,748,10970,15077,12168,10467,72,1240,396
1,3.6,746,4278,8722,6931,6172,68,1028,1024
1,8.53,742,2873,4137,3095,5418,72,1088,1024
1,5.39,750,4512,10041,8288,2423,76,1128,1024
1,2.3,744,8831,16282,15348,9091,72,1070,872
1,5.97,748,85,11432,12327,20699,52,784,639
0,3.16,749,10698,16975,12426,5927,32,647,346
1,5.74,751,17468,15706,15606,15378,60,903,616
0,1.49,744,18009,16919,9999,10749,100,2679,265
1,2.62,744,8760,15940,16669,10600,92,1374,938
1,1.23,748,14056,17040,10984,7506,80,1904,274
0,2.93,744,8829,16816,12260,4707,52,1190,293
1,3.88,746,6903,7254,7166,2849,76,1129,1024
1,5.45,735,1677,3666,2215,2996,104,1573,1025
1,5.86,744,1109,2099,2830,776,72,1079,896
0,2.34,750,5540,10261,6683,22165,104,1574,564
1,4.41,745,3742,5855,4310,1407,76,1132,992
0,2.1,744,5815,16723,15542,7614,44,1059,275
1,4.65,744,6300,7024,4135,2093,84,1244,1024
1,4.18,751,53,16859,11819,8980,60,907,642
0,2.05,750,10377,17442,15250,7134,52,1364,263
0,2.08,749,7145,14876,18403,14161,56,1171,355
1,5.1,737,3154,2249,3496,1153,72,1070,960
0,2.78,750,9688,10936,19301,14717,48,720,554
0,1.33,744,4719,9408,15209,15276,44,834,397
1,6.12,741,4598,5199,4484,3751,76,1127,1024
0,1.36,745,16678,19258,13707,10901,44,1000,335
1,4.36,747,13375,3679,9934,7834,48,718,603
1,3.27,746,3693,1689,957,2962,60,921,1024
1,4.98,746,8789,18475,15299,7861,84,1607,395
0,1.01,746,8240,17469,13744,8567,36,759,340
1,8.49,741,2761,4356,3911,14294,68,1034,1024
0,3.17,748,14293,17317,9987,6118,40,913,303
0,1.44,745,10252,16691,13747,9485,76,1786,271
1,5.2,748,169,17454,13314,6118,48,859,388
0,0.9,752,16228,19245,18079,12810,140,3540,286
1,7.34,748,13084,8631,7034,12182,68,1355,346
0,2.59,743,16929,19932,11604,11702,56,1328,326
0,0.9,744,5163,17651,17217,10512,36,933,265
1,6.88,741,168,847,886,29,52,771,256
1,3.9,749,2293,3845,6101,2005,80,1189,1024
0,6.5,749,4234,15034,18454,7100,40,728,404
0,5.65,748,6922,14548,9868,9093,64,952,688
1,5.75,744,2607,4511,2599,3273,88,1324,1024
1,1.38,747,13560,17889,11968,10283,52,1028,360
1,3.3,743,4390,4475,6159,11856,72,1081,1024
0,5.2,751,12168,18322,12873,6240,72,1802,285
1,1.44,748,14802,16601,13922,11784,52,780,542
1,7.61,745,9203,7496,5479,14714,56,838,559
0,1.3,743,16774,15630,9986,8836,36,900,265
1,6.48,741,5650,4614,3014,1887,84,1246,1024
1,1.42,740,5259,2394,2420,9778,64,963,777
1,5.65,747,14385,14322,11964,10343,72,1078,1024
0,1.66,748,4912,3568,6792,12054,56,1277,326
0,3.62,744,13508,17422,11216,8035,44,794,401
0,0.79,745,17036,16238,14078,10440,40,959,278
1,4.93,746,541,4654,3955,4922,76,1141,1024
1,7.15,739,1793,2998,2595,4556,76,1140,1024
1,3.14,749,4804,9863,8647,11600,44,797,470
1,4.66,743,2800,8512,7583,4418,92,1364,1024
1,3.67,749,8179,13996,14231,11677,96,1445,1024
1,1.46,750,8404,9868,7372,8031,44,881,347
0,2.74,745,4230,16486,11157,10921,64,1648,271
1,3.18,736,623,1357,767,2042,80,1186,1024
0,5.2,748,12379,11058,9901,17276,56,840,489
0,2.17,746,17406,17000,10586,11374,80,2057,260
1,4.81,746,5021,6850,4517,997,96,1424,1024
0,2.02,744,6916,19013,15858,9207,52,1287,304
0,1.12,746,17567,17166,13684,9358,48,1239,264
1,1.55,750,15066,17190,14203,10668,72,1643,300
1,0.72,745,17559,17602,17396,9446,44,1130,270
1,3.33,749,40,15040,18034,8364,60,894,582
0,4.38,750,10630,7384,4943,8102,84,1336,423
0,4.82,743,14438,19840,14225,16324,76,1135,730
1,7.37,745,2360,1370,1923,15338,52,805,835
0,6.57,749,3191,12294,14494,4246,80,1200,1024
1,1.17,750,2926,17607,13351,9809,76,1818,293
0,2.03,744,13158,14596,11934,9503,40,758,369
0,4.43,748,12336,3365,7191,17221,60,895,574
1,4.39,747,3715,5797,8793,6038,76,1141,1024
1,9.3,744,3607,2039,2128,6834,76,1144,1024
1,7.12,747,11212,11797,9150,11043,68,1018,1024
1,5.3,749,1766,4877,5249,1571,72,1092,1024
1,8.32,737,3974,3776,2330,4581,68,1032,1025
1,3.71,748,1817,3194,3940,15490,44,667,569
0,3.04,748,17807,5719,4068,10115,48,715,475
0,6.1,750,16462,20448,13970,9920,44,929,390
0,2.04,747,12777,15953,17387,12652,68,1766,270
1,4.03,848,2265,2267,2204,421,80,1189,1024
0,1.98,749,3821,18194,16452,8761,32,736,311
0,5.23,745,8186,7313,7709,11097,96,1856,399
1,3.66,749,3236,13090,11273,18672,76,1133,1024
1,6.22,748,6632,10060,9761,4113,180,2748,1024
1,3.85,748,151,11689,11534,6021,80,1189,1024
0,2.57,748,3199,16591,15580,8146,56,844,509
0,2.83,749,4612,10204,8393,9144,68,1028,441
0,5.26,751,16714,17586,13474,16263,92,1383,591
0,3.39,751,13465,19336,13585,7997,36,794,348
0,5.82,748,11877,4575,5310,14047,92,1494,455
0,0.49,749,5198,17003,16731,10936,76,1782,279
0,3.81,746,4011,12718,14460,18700,64,1014,441
0,3.2,748,9014,14634,17791,13852,64,958,564
0,6.52,745,9889,18115,18332,13188,60,904,828
1,3.46,745,8266,10662,6705,7055,80,1192,1024
0,0.75,745,19564,19236,11237,12438,72,1754,306
1,2.39,748,13909,17600,14895,14857,64,970,963
1,6.02,743,6487,7294,7761,4443,76,1132,1024
1,6.07,747,7100,3966,3184,21402,68,1028,960
1,7.36,745,2313,4367,3527,704,68,1025,960
1,5.65,747,8971,19393,14875,7768,60,905,689
1,7.61,746,4971,7821,5222,13720,76,1150,895
0,1.22,745,15555,3823,5005,9968,40,802,355
0,4.74,744,5328,12789,7640,16971,116,1994,484
0,4.22,743,9456,3121,3259,12767,72,1083,810
1,3.12,750,5993,13762,11728,5584,80,1191,1024
0,0.63,751,12386,17938,15497,13283,132,3356,268
0,1.22,749,5861,18986,18812,11228,108,2887,273
1,8.28,749,5445,6077,5221,1189,72,1096,1024
0,5.2,745,3636,17743,15244,7945,92,1576,432
0,1.78,750,19015,20153,13223,10374,64,1480,349
0,2.16,747,7837,18515,14253,10779,64,1156,412
1,4.05,743,1390,1315,1171,1054,84,1253,1024
1,3.67,744,1282,4402,4354,11971,76,1140,1024
1,8.36,744,8632,7018,4189,7233,80,1178,1025
0,4.76,751,8021,18175,14446,5978,56,1408,284
1,5.02,749,18120,18285,15868,16708,88,1307,925
1,8.94,742,3440,4851,4019,5322,92,1361,1025
1,3.17,747,5965,5595,3763,8619,72,1079,1024
1,8.51,733,3506,3247,2105,4038,84,1245,1024
0,7.46,746,10493,11890,8261,5801,76,1136,1024
0,1.58,745,16482,16541,10035,7281,40,993,260
0,2.82,744,6049,10084,10492,19728,64,950,504
0,1.97,747,16834,16629,12468,8873,68,1673,266
1,0.48,750,18884,19480,15679,11327,104,2839,275
0,2.55,747,4212,18760,16822,12559,64,1469,319
0,2.86,748,16723,8088,8514,8334,88,1667,345
1,5.06,746,4459,17448,15627,11215,124,1857,804
0,0.8,748,13518,18078,16068,10270,180,4762,263
0,3.7,744,4061,10927,10440,11619,44,704,448
1,6.58,745,7808,13436,12393,17544,56,834,553
0,3.73,744,11540,17899,13133,15803,60,1191,372
1,3.14,744,5066,4082,2650,7826,76,1133,1024
1,5.29,746,1559,3541,2394,5922,68,1020,1024
1,5.91,747,7549,11256,8041,3681,84,1252,1024
1,7.07,745,14099,16509,10930,8912,48,861,373
1,4.37,742,806,1932,2110,4353,68,1022,1024
1,4.57,744,4377,3672,4784,4899,72,1093,1024
1,3.76,741,5217,4476,3327,13158,68,1016,842
1,1.42,745,978,2329,1703,4004,88,1297,1024
1,3.11,745,4933,7906,6285,6625,76,1129,1024
0,4.81,748,4755,6374,7703,15158,68,1001,516
1,6.0,750,8273,12372,9249,12264,48,815,422
1,5.79,749,7822,17527,15814,8127,52,777,577
0,2.67,743,8782,19213,11448,18208,92,1643,426
0,1.45,751,11277,16928,17512,9430,40,795,360
1,4.07,740,1764,1229,1471,1304,88,1324,1024
1,6.59,742,6240,6724,3632,2022,80,1182,1024
1,3.21,742,1633,3956,2471,1239,80,1211,1024
1,7.14,747,3767,5992,6195,1485,168,2593,1025
0,6.01,747,1938,3552,3310,13256,88,1597,397
1,4.72,746,5120,4751,5784,8097,68,1018,1024
0,1.95,747,9437,17509,12139,12264,92,1925,322
1,2.88,749,5131,9275,7872,23089,72,1081,1024
0,3.69,748,3388,18719,19832,9267,44,670,538
1,6.56,746,5348,8033,5423,6595,220,3366,1024
1,5.16,744,3167,4222,6643,2337,64,965,1024
0,2.34,751,6648,18710,18741,9610,48,865,427
0,3.69,750,10554,17515,11887,11759,76,1146,656
1,7.33,745,7430,7044,5744,11273,60,901,755
0,0.15,750,18888,19532,14560,13571,84,2114,294
1,7.1,751,7143,16598,17640,20720,68,1019,720
0,4.44,748,8057,17016,12713,7018,48,814,418
1,2.73,746,5510,6644,5920,8911,60,906,914
1,3.87,749,3005,8284,5234,7285,92,1368,1024
0,3.02,746,3624,17606,16487,7046,32,768,295
1,3.34,748,16163,17407,10724,9787,96,1446,586
1,6.08,744,13551,8783,5716,10807,56,846,773
1,1.38,746,18260,4999,3374,11095,88,1771,367
1,3.8,739,1442,1698,1068,1609,76,1131,1024
0,3.75,751,10367,17752,16219,11694,60,887,537
0,2.51,751,17009,17810,14288,9618,64,1545,300
0,2.41,748,8085,14560,10355,13060,48,868,370
1,6.07,748,9577,16686,9963,7957,100,1529,664
0,2.18,745,3945,10976,9432,9606,80,1846,295
1,2.94,740,3243,4195,2418,8971,76,1131,1024
0,0.87,747,17138,17664,16699,11154,56,1223,318
0,3.47,746,16925,18590,13951,9455,52,830,462
0,2.72,745,7799,13275,7948,9506,44,751,404
1,6.32,743,2245,3304,2817,14203,64,961,686
0,2.41,743,17838,17017,9836,9153,44,930,343
0,0.79,745,13802,17696,9813,10458,44,1085,278
1,4.95,748,6379,6005,3551,22464,60,901,1024
1,1.16,747,9902,13764,18397,10731,124,1866,564
0,0.52,748,18441,8671,15837,10783,88,2209,277
1,2.42,746,6859,12250,7807,8527,60,913,808
1,8.3,746,4583,3786,4467,14598,68,1028,775
0,1.98,744,16531,8054,13735,11443,72,1758,310
1,3.72,742,772,2034,2185,3833,80,1191,1024
1,4.99,746,1501,677,1208,11036,56,851,673
0,2.93,744,2497,19077,19370,15049,56,838,572
1,5.1,744,5380,881,2652,3632,76,1128,1024
1,4.93,736,1862,2352,2238,2094,76,1138,1024
0,2.98,748,12282,17715,13563,6639,40,677,414
1,6.06,742,4386,3250,3542,2147,96,1408,1024
0,0.91,745,19548,19337,17205,11813,72,1912,285
0,3.47,748,4603,9676,10593,10636,72,1072,560
1,5.61,743,3098,5715,4417,2084,76,1142,1024
1,10.39,729,793,497,1233,2530,76,1141,1025
1,5.97,741,508,3642,3998,1104,108,1658,1024
1,5.03,749,7160,11939,7630,6157,76,1139,1024
0,0.77,747,18788,12990,10176,11527,148,4072,266
1,6.07,740,3002,1452,1275,971,68,1022,960
0,4.12,744,17587,16131,11234,17077,52,784,499
0,0.83,750,4372,13342,8841,12037,124,3415,283
0,3.16,746,2867,13316,10185,10626,64,953,598
0,1.29,750,18166,18312,12093,10608,64,1641,274
0,1.48,750,17632,16480,14975,9811,60,1554,264
1,5.54,744,5954,2817,4723,1984,84,1239,1024
0,0.39,745,4286,19226,17736,12985,112,2845,299
1,8.49,728,1130,1443,1034,3175,60,918,1024
0,6.12,747,9079,9291,8503,12269,64,961,798
0,0.86,749,17946,18483,13713,9685,72,1925,270
0,0.97,744,10906,9949,5382,14285,140,3590,308
0,3.57,745,11381,17348,11779,14612,68,1155,462
0,2.59,749,2566,16953,17768,13613,60,1358,316
0,3.47,746,4340,17688,17300,7102,40,684,424
0,3.04,746,4126,3023,4081,8207,56,1280,298
0,3.32,745,13438,19264,11977,9393,84,1789,368
0,3.82,748,16703,17801,13207,11498,40,929,311
1,0.83,744,17022,17967,12675,7365,60,1558,267
0,2.34,746,72,13026,11636,10425,44,964,332
1,7.28,741,3322,5143,3760,14136,72,1080,1024
1,0.76,743,8214,16937,11437,8243,36,793,303
1,3.52,745,4292,4107,4455,6640,96,1416,1024
1,7.26,747,8270,15774,12630,12016,76,1146,1024
1,7.81,745,11353,4078,3922,13493,64,960,750
0,4.32,752,33,16769,12953,6200,32,737,292
0,6.47,748,17586,17524,9774,8078,72,1883,271
0,1.38,746,12418,13029,9032,9576,44,949,320
0,4.36,745,2893,8104,10839,9981,76,1137,662
1,2.44,748,8419,12815,9091,9399,84,1246,1024
1,4.2,745,30,4706,3814,11844,48,713,555
1,5.1,747,4211,2822,1878,6624,80,1178,1024
1,2.68,748,13981,19245,13046,7146,44,665,505
1,7.24,740,3998,5114,3977,9209,76,1134,1025
1,8.99,738,1178,2239,2024,3931,76,1135,1024
1,1.11,745,8730,14630,11862,8833,84,1684,347
0,1.69,751,4048,11811,13646,12355,48,772,439
1,3.2,751,3629,13398,13309,4813,76,1127,1024
1,5.43,743,5063,4397,3070,2132,72,1073,1024
1,1.76,749,7306,19032,16958,10721,152,2324,578
0,1.21,751,15489,19022,16790,10405,88,2512,259
1,6.74,743,6487,3113,2356,3253,84,1250,1024
1,5.96,744,12939,17726,13540,9601,152,2334,795
0,2.16,743,10488,8911,5336,9758,64,1537,272
0,6.13,748,5510,13372,11135,11880,72,1083,1024
1,1.07,746,4088,11995,8958,10660,76,1138,1024
0,4.2,750,16435,12444,9365,10632,56,832,438
0,0.56,746,17167,18794,12506,13551,152,4018,271
1,8.88,743,2751,2390,3863,12663,80,1181,861
1,4.87,744,3347,3184,1921,9776,64,953,837
1,3.83,746,67,15764,17093,9316,60,891,793
1,6.82,745,8523,11133,7380,4464,292,4509,1024
1,5.07,741,3646,1093,1689,1384,68,1018,1024
